Date,Time,Crop Name,Temperature,Humidity,Soil Moisture,Light Intensity,Temperature_LIH,Humidity_LIH,Soil_Moisture_LIH,Light_Intensity_LIH,Advice
3/11/23,5:23:50,Jute,39.89,70.75,55.2,49570.58,High,Ideal,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
4/8/24,0:22:48,Rice,22.79,96.63,72.13,18693.09,Low,High,Ideal,Ideal,Conditions are within the ideal range.
7/9/24,19:15:15,Wheat,12.77,41.86,45.05,12741.08,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
23/6/24,19:52:36,Jute,36.21,83.66,36.75,27704.27,Ideal,High,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
25/1/24,3:07:45,Rice,23.9,86.7,57.57,15570.21,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
3/2/24,20:24:26,Sugarcane,31.74,59.33,78.97,26686.07,Ideal,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
30/3/24,9:51:19,Wheat,17.71,44.76,42.01,18901.69,Ideal,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
11/8/24,13:54:44,Wheat,10.65,57.41,45.59,27643,Low,Ideal,High,High,Conditions are within the ideal range.
26/10/23,11:55:57,Wheat,19.7,55.86,48.24,17189.21,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
7/7/24,11:53:41,Potato,15.88,84.97,86.74,16531.12,Low,Ideal,High,High,Conditions are within the ideal range.
25/1/24,15:57:56,Potato,19.79,82.37,67.63,7285.28,Ideal,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
29/6/24,15:14:07,Jute,40.2,86.41,52.85,50796.64,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
21/1/24,10:42:31,Wheat,27.38,41.81,18.99,27249.91,High,Low,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
23/7/24,6:59:12,Sugarcane,25.61,89.47,39.46,32986.83,Ideal,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
8/9/24,12:39:12,Jute,30.89,64.77,69.21,29519.58,Ideal,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
7/12/23,1:11:42,Wheat,10.98,67.58,33.85,25587.66,Low,High,Ideal,High,Conditions are within the ideal range.
21/12/23,17:11:33,Sugarcane,34.07,82.3,42.98,19221.88,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
29/2/24,8:52:22,Jute,22.79,53.44,40,27508.83,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
9/5/24,18:35:23,Rice,35.68,84.44,57.37,19979.97,High,Ideal,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
5/3/24,16:28:13,Jute,22.79,54.76,49.64,29975.86,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
19/12/23,4:43:52,Potato,20.82,82.68,78.44,6551.84,Ideal,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
17/4/24,8:18:16,Jute,26.78,66.98,61.16,31212.78,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
31/3/24,10:07:39,Potato,20.17,88.2,65.42,8859.24,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
16/6/24,20:34:12,Potato,16.26,85.51,87.13,15385.12,Low,Ideal,High,High,Conditions are within the ideal range.
12/8/24,17:06:33,Sugarcane,25.7,76.66,30.43,22567.38,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
11/4/24,0:41:17,Rice,23.39,87.73,83.33,8374.5,Low,Ideal,High,Low,Adjust light exposure if possible or use supplementary lighting.
23/7/24,15:56:20,Potato,24.57,74.57,68.91,12116.68,High,Low,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
12/1/24,5:43:41,Rice,34.14,95.31,60.45,17515.61,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
30/7/24,7:54:47,Jute,24.13,56.39,36.91,37445.02,Ideal,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
22/4/24,18:41:08,Jute,20.2,86.59,66.38,27125.89,Low,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
3/9/24,6:14:10,Potato,17.16,90.2,80.98,16195.65,Low,High,Ideal,High,Conditions are within the ideal range.
21/8/24,19:48:40,Potato,24.62,88.52,71.71,6942.29,High,Ideal,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
6/8/24,8:13:44,Jute,21.75,89.53,67.13,41098.24,Low,High,High,Ideal,Conditions are within the ideal range.
11/2/24,11:27:55,Sugarcane,20.36,58.04,49.53,31083.28,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
13/9/24,20:36:09,Potato,21.19,85.54,68.73,16603.5,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
20/1/24,9:33:39,Wheat,10.42,44.96,35.56,26229.02,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
16/9/24,13:51:52,Sugarcane,24.24,55.11,38.83,31816.36,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
25/5/24,21:34:41,Rice,22.72,60.21,82.96,16590.92,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
22/2/24,5:12:18,Potato,22.69,93.54,67.99,16173.4,High,High,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
2/11/23,7:55:36,Rice,34.49,96.36,53.91,11372.41,Ideal,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
24/2/24,0:28:28,Jute,35.35,53.14,65.15,43810.38,Ideal,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
29/9/23,9:40:19,Sugarcane,37.32,82.33,75.4,25858.83,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
19/6/24,8:54:03,Sugarcane,37.63,80.72,40.4,33803.41,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
11/11/23,22:15:22,Rice,37.34,86.35,62.44,16658.58,High,Ideal,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
30/3/24,12:02:15,Rice,39.48,79.65,64.85,17065.19,High,Ideal,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
9/6/24,1:23:50,Sugarcane,23.65,74.04,67.41,18419.57,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
14/9/24,16:08:08,Potato,17.18,87.77,66.03,15371.63,Low,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
3/9/24,10:27:19,Jute,20.42,79.52,55.23,53952.88,Low,Ideal,Ideal,High,Conditions are within the ideal range.
8/5/24,10:19:56,Potato,24.22,70.08,88.8,11950.81,High,Low,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
9/12/23,14:05:21,Sugarcane,32.06,68.79,40.83,31853.69,Ideal,Ideal,Ideal,High,Conditions are within the ideal range.
9/10/23,23:03:14,Jute,38.07,75.52,65.41,54713.62,High,Ideal,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
1/9/24,6:04:44,Wheat,26.12,65.08,25.68,12397.57,High,High,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
28/11/23,22:22:38,Potato,17.36,86.83,73.89,13748.88,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
28/11/23,13:33:30,Jute,23.78,60.98,57.16,25446.58,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
6/4/24,5:29:26,Potato,17.93,84.96,87.21,16094.52,Low,Ideal,High,High,Conditions are within the ideal range.
5/11/23,19:33:40,Rice,29.67,75.25,51.91,11882.87,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
12/9/24,4:16:20,Wheat,12.14,42.76,34.35,18039.15,Ideal,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
27/4/24,3:12:49,Potato,23.12,90.7,69.96,12258.67,High,High,Low,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
29/7/24,21:17:30,Jute,22.01,68.78,54.75,47236.34,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
19/1/24,19:28:43,Rice,36.32,68.47,87.96,20847.01,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
26/3/24,14:35:55,Wheat,14.15,64.49,46.48,17786.39,Ideal,High,High,Ideal,Conditions are within the ideal range.
26/5/24,4:23:57,Sugarcane,24.64,55.94,71.48,19825.26,Low,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
24/11/23,23:42:30,Wheat,23.31,56.21,10.07,25817.62,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
10/3/24,3:06:51,Jute,41.26,55.04,65.4,51299.03,High,Low,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
5/2/24,15:22:26,Potato,21.79,87.31,87.83,11158.39,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
3/11/23,23:24:40,Rice,23.2,62.25,76.42,20225.74,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
5/7/24,9:15:36,Jute,23.42,73.06,62.61,38741.04,Low,Ideal,High,Ideal,Conditions are within the ideal range.
26/9/23,20:36:19,Jute,31.01,54.39,69.11,28622.99,Ideal,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
10/12/23,18:26:46,Jute,22.89,84.89,64.82,54131.85,Low,High,High,High,Conditions are within the ideal range.
22/1/24,3:55:40,Sugarcane,22.33,55.02,50.31,19561.48,Low,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
2/12/23,1:03:54,Jute,41.39,51.06,52.06,46995.8,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
1/9/24,23:01:41,Jute,39.83,80.35,43.75,53375.57,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
10/6/24,11:35:30,Wheat,11.52,55.17,10.88,16722.42,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
16/12/23,6:56:59,Sugarcane,22.62,59.16,37.36,22825.05,Low,Low,Low,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
15/10/23,18:37:15,Sugarcane,23.94,64.25,39.88,26551.51,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
20/5/24,6:50:15,Potato,24.46,81.56,85.45,7315.13,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
26/6/24,15:24:29,Potato,21.52,80.02,67.57,15732.18,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
5/5/24,20:24:16,Jute,21.63,83.39,63.66,52763.2,Low,High,High,High,Conditions are within the ideal range.
27/4/24,9:44:45,Wheat,26.98,57.61,30.1,12317.75,High,Ideal,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
26/6/24,10:34:08,Jute,40.75,57.1,47.91,53490.67,High,Low,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
21/10/23,5:06:01,Sugarcane,26.69,73.95,73.88,30476.37,Ideal,Ideal,High,High,Conditions are within the ideal range.
1/8/24,4:06:04,Jute,23.79,89.33,67.8,26596.15,Low,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
29/7/24,20:35:24,Rice,34.79,65.35,77.68,10330.43,Ideal,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
22/6/24,5:18:27,Potato,19.77,93,85.31,15223.63,Ideal,High,High,High,Conditions are within the ideal range.
11/3/24,21:38:28,Wheat,14.54,50.15,12.62,24059.18,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
24/4/24,3:38:36,Rice,23.98,99.93,73.13,8576.84,Low,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
9/3/24,14:15:49,Wheat,11.51,52.93,13.51,12791.31,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
7/5/24,20:32:48,Jute,24.49,53.96,30.28,28164.47,Ideal,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
13/6/24,16:25:14,Jute,20.93,74.43,30.97,27132.03,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
6/1/24,23:40:45,Jute,34.77,64.61,39.54,41677.67,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
17/4/24,22:22:54,Jute,31.94,59.27,36.17,50907.64,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
23/4/24,18:54:06,Sugarcane,35.03,55.27,53.82,20815.57,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
20/2/24,4:54:38,Potato,17.22,94.58,74.1,9458.56,Low,High,Ideal,Ideal,Conditions are within the ideal range.
31/3/24,1:26:09,Wheat,11.52,43.04,43.81,26529.67,Low,Low,High,High,Consider installing a misting system or using organic mulch to raise humidity levels.
30/9/23,15:53:45,Wheat,12.43,69.08,14.84,16231.24,Ideal,High,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
25/3/24,5:37:51,Wheat,11.89,68.75,47.83,13665.09,Low,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
28/2/24,20:04:08,Potato,21.88,91.85,89.49,11017.25,Ideal,High,High,Ideal,Conditions are within the ideal range.
10/10/23,16:35:04,Rice,23.48,65.7,75.75,20862.22,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
7/2/24,4:36:53,Wheat,12.58,50.66,21.37,26744.82,Ideal,Ideal,Ideal,High,Conditions are within the ideal range.
6/4/24,7:04:31,Potato,16.27,81.1,68.03,6152.91,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
11/1/24,6:13:50,Wheat,11.36,40.95,48.18,16119.97,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
19/1/24,17:24:49,Rice,33.26,89.02,64.72,13831.38,Ideal,Ideal,Ideal,Ideal,Conditions are within the ideal range.
14/12/23,19:50:00,Wheat,26.6,44.74,47.11,24359.92,High,Low,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
28/8/24,11:49:30,Sugarcane,30.12,89.62,76.8,19673.72,Ideal,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
26/2/24,9:10:13,Potato,22.21,74.73,64.58,7822.8,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
14/8/24,4:16:49,Wheat,27.18,68.26,38.72,26245.55,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
28/4/24,9:55:56,Potato,16.28,73.09,87.31,7357.43,Low,Low,High,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
7/11/23,17:36:05,Jute,39.37,71.26,60.59,40635.9,High,Ideal,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
12/2/24,2:40:39,Rice,27.5,89.35,80.6,13844.4,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
14/12/23,15:55:50,Sugarcane,22.28,59.87,60.62,26972.01,Low,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
11/7/24,18:39:37,Jute,21.31,62.09,35.51,25429.05,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
8/8/24,5:38:31,Rice,21.13,68.36,80.02,19534.31,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
5/3/24,2:03:23,Potato,16.12,78.06,69.28,7381.2,Low,Low,Low,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
11/3/24,4:42:57,Wheat,26.12,42.72,17.16,12285.72,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
3/11/23,5:59:58,Potato,22.01,74.59,84.8,7309.07,High,Low,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
7/7/24,20:49:20,Jute,28.32,83.04,55.25,51674.53,Ideal,High,Ideal,High,Conditions are within the ideal range.
10/12/23,14:29:28,Sugarcane,21.27,71.7,79.41,32596.67,Low,Ideal,High,High,Conditions are within the ideal range.
8/11/23,4:47:37,Rice,38.37,67.09,54.52,9563.03,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
16/12/23,9:33:50,Wheat,26.26,51.23,33.49,20508.81,High,Ideal,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
27/11/23,0:49:25,Sugarcane,37.46,52.2,57.07,18827.94,High,Low,Ideal,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
7/7/24,14:11:54,Rice,29.67,93.06,67.76,18362.33,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
29/10/23,18:29:32,Sugarcane,37.21,88.84,68.24,34735.29,High,High,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
12/5/24,4:32:37,Jute,39.76,52.47,62.1,31970.72,High,Low,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
26/10/23,6:44:28,Sugarcane,20.91,54.1,38.23,31740.54,Low,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
3/8/24,15:19:23,Jute,37.48,73.7,38.29,52885.69,Ideal,Ideal,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
15/2/24,23:04:25,Rice,28.08,74.92,51.51,8910.49,Ideal,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
7/2/24,16:38:11,Jute,41.62,59.23,60.46,27795.91,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
18/5/24,6:32:34,Sugarcane,23.06,62.34,73.94,21987.84,Low,Ideal,High,Ideal,Conditions are within the ideal range.
17/1/24,20:31:28,Jute,36.85,89.93,57.4,26753.88,Ideal,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
22/11/23,9:38:07,Sugarcane,35.85,74.51,31.25,34194.38,High,Ideal,Low,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques.
8/3/24,7:48:33,Rice,37.42,63.1,57.97,9178.8,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
14/5/24,9:08:36,Wheat,11.44,44.84,43.47,23409.48,Low,Low,High,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
3/2/24,2:17:25,Sugarcane,38.92,61.91,39.24,18527.86,High,Ideal,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
7/8/24,4:50:08,Wheat,25.87,59.55,29.99,27316.99,High,Ideal,Ideal,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
14/2/24,7:36:00,Rice,32.33,68.97,78.44,20408.07,Ideal,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
2/9/24,5:17:47,Sugarcane,21.77,79.14,30.78,18371.54,Low,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
19/1/24,12:52:50,Rice,24.52,63.45,75.51,17760.95,Low,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
4/1/24,4:28:22,Potato,17.44,87.16,61.31,8889.04,Low,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
13/9/24,10:49:38,Sugarcane,20.81,78.39,74.5,20977.69,Low,Ideal,High,Ideal,Conditions are within the ideal range.
25/6/24,10:18:05,Wheat,27.09,45.43,25.53,21030.89,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
11/10/23,20:06:50,Sugarcane,38.27,72.19,77.4,18306.06,High,Ideal,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Adjust light exposure if possible or use supplementary lighting.
8/8/24,12:37:28,Sugarcane,34.46,89.85,79.22,32992.7,Ideal,High,High,High,Conditions are within the ideal range.
29/4/24,21:56:12,Sugarcane,32.45,51.37,61.2,18075.97,Ideal,Low,Ideal,Low,Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
4/7/24,22:36:15,Potato,19.98,81.69,67.31,7215.56,Ideal,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
19/3/24,17:55:15,Sugarcane,21.72,64.4,42.69,28096.38,Low,Ideal,Ideal,Ideal,Conditions are within the ideal range.
12/8/24,16:38:15,Jute,41.49,77.11,43.16,49417.8,High,Ideal,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
31/3/24,3:10:19,Jute,41.19,84.32,31.45,25504.3,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
6/11/23,4:36:33,Wheat,10.53,60.13,24,23540.02,Low,High,Ideal,Ideal,Conditions are within the ideal range.
11/6/24,21:28:50,Rice,20.23,99.45,63.97,21579.66,Low,High,Ideal,High,Conditions are within the ideal range.
1/4/24,8:46:40,Wheat,12.7,56.11,49.07,16374.6,Ideal,Ideal,High,Ideal,Conditions are within the ideal range.
14/2/24,14:20:32,Sugarcane,39.54,56.57,69.02,28609.22,High,Low,Ideal,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels.
12/7/24,1:45:20,Jute,21.19,50.21,58.43,46630.72,Low,Low,Ideal,Ideal,Consider installing a misting system or using organic mulch to raise humidity levels.
5/12/23,18:09:27,Wheat,11.09,52.27,48.17,27606.6,Low,Ideal,High,High,Conditions are within the ideal range.
8/10/23,7:24:38,Jute,34.43,52.71,59.7,52061.36,Ideal,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
23/3/24,0:51:24,Wheat,11.74,65.29,11.61,27118.98,Low,High,Low,High,Increase irrigation frequency or use soil moisture-retention techniques.
1/8/24,21:41:23,Wheat,10.22,59.6,39.07,12874.16,Low,Ideal,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
4/8/24,10:32:44,Sugarcane,37.71,58.4,31.09,18185.28,High,Low,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
26/8/24,6:00:47,Rice,22.1,91.92,77.43,8028.22,Low,High,Ideal,Low,Adjust light exposure if possible or use supplementary lighting.
4/3/24,20:06:15,Wheat,17.43,65.21,20.43,15565.18,Ideal,High,Ideal,Ideal,Conditions are within the ideal range.
17/7/24,16:13:18,Jute,21.54,51.66,51.77,53944.52,Low,Low,Ideal,High,Consider installing a misting system or using organic mulch to raise humidity levels.
18/4/24,3:20:48,Wheat,13.98,53.53,15.5,17127.83,Ideal,Ideal,Low,Ideal,Increase irrigation frequency or use soil moisture-retention techniques.
4/12/23,6:04:25,Rice,24.05,91.48,80.42,20805.41,Low,High,High,High,Conditions are within the ideal range.
8/5/24,12:11:13,Jute,33.24,51.49,35.51,53019.03,Ideal,Low,Low,High,Consider installing a misting system or using organic mulch to raise humidity levels. Increase irrigation frequency or use soil moisture-retention techniques.
10/2/24,11:10:39,Jute,41.74,87.07,30.71,28061.25,High,High,Low,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
1/4/24,4:49:57,Sugarcane,36.69,75.15,78.04,33989.65,High,Ideal,High,High,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
16/1/24,4:45:34,Sugarcane,39.2,86.21,77.7,23898.82,High,High,High,Ideal,Implement shade nets or use reflective mulch to reduce soil and air temperatures.
1/8/24,0:05:11,Wheat,11.97,68.93,49.91,14859.35,Low,High,High,Low,Adjust light exposure if possible or use supplementary lighting.
30/7/24,10:51:01,Sugarcane,35.97,51.14,71.16,18038.58,High,Low,High,Low,Implement shade nets or use reflective mulch to reduce soil and air temperatures. Consider installing a misting system or using organic mulch to raise humidity levels. Adjust light exposure if possible or use supplementary lighting.
6/5/24,2:22:20,Rice,29.58,73.1,52.07,8846.53,Ideal,Ideal,Low,Low,Increase irrigation frequency or use soil moisture-retention techniques. Adjust light exposure if possible or use supplementary lighting.
